Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
CA-142944,2012-06-03,2012-11-03,Standard Class,JL15850,John Lucas,Consumer,United States,San Francisco,California,94122,TECCO10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,0.2,377.9946
CA-157882,2011-03-10,2011-08-10,Second Class,AR10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,FURTA10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,3.5858
CA-157882,2011-03-10,2011-08-10,Second Class,AR10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,FURCH10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646
CA-142622,2014-10-31,2014-03-11,First Class,JK15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,FURCH10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,6.098
CA-142622,2014-10-31,2014-03-11,First Class,JK15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,FURCH10004289,Furniture,Chairs,Global Super Steno Chair,614.272,8,0.2,23.0352
CA-142622,2014-10-31,2014-03-11,First Class,JK15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,FURBO10004467,Furniture,Bookcases,Bestar Classic Bookcase,199.98,2,0.0,37.9962
CA-143343,2014-11-06,2014-06-14,First Class,BW11200,Ben Wallace,Consumer,United States,Los Angeles,California,90032,OFFAR10002375,Office Supplies,Art,Newell 351,16.4,5,0.0,4.756
CA-115154,2014-09-01,2014-12-01,First Class,RS19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115,FURTA10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2,0.0,80.3682
US-120418,2014-12-06,2014-06-13,First Class,BC11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,FURCH10001394,Furniture,Chairs,Global Leather Executive Chair,280.792,1,0.2,35.099
US-120418,2014-12-06,2014-06-13,First Class,BC11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,OFFST10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,0.2,7.7004
US-120418,2014-12-06,2014-06-13,First Class,BC11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,OFFAR10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,6.603
US-120418,2014-12-06,2014-06-13,First Class,BC11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,OFFAR10001955,Office Supplies,Art,Newell 319,15.872,1,0.2,1.984
US-120418,2014-12-06,2014-06-13,First Class,BC11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,OFFST10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592,3,0.2,48.5082
CA-165491,2014-03-21,2014-03-25,Standard Class,HW14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98115,TECAC10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive   16 GB,265.93,7,0.0,63.8232
CA-138422,2014-09-24,2014-09-27,First Class,KN16705,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,80525,OFFEN10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.352,3,0.2,5.2026
CA-155187,2013-09-25,2013-09-27,Second Class,LA16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,OFFST10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0.0,2.9372
CA-155187,2013-09-25,2013-09-27,Second Class,LA16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,OFFPA10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,5,0.0,20.85
CA-109701,2014-03-12,2014-04-12,Same Day,AM10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,OFFBI10004187,Office Supplies,Binders,Staples,9.024,6,0.2,3.1584
CA-109701,2014-03-12,2014-04-12,Same Day,AM10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,OFFBI10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2,0.2,22.5732
CA-109701,2014-03-12,2014-04-12,Same Day,AM10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,OFFPA10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2,0.0,5.3214
CA-109701,2014-03-12,2014-04-12,Same Day,AM10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,OFFAP10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0.0,22.2516
CA-109701,2014-03-12,2014-04-12,Same Day,AM10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,OFFAR10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6,0.0,5.04
CA-111514,2012-08-31,2012-02-09,First Class,SC20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,FURBO10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3 Shelf Bookcases, Custom Colors",1552.831,7,0.15,200.9546
CA-111514,2012-08-31,2012-02-09,First Class,SC20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,OFFBI10002735,Office Supplies,Binders,GBC Prestige Therm A Bind Covers,137.24,5,0.2,46.3185
CA-111514,2012-08-31,2012-02-09,First Class,SC20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,TECAC10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51,1,0.0,15.6993
CA-111514,2012-08-31,2012-02-09,First Class,SC20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,TECMA10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.976,3,0.2,80.9919
CA-102295,2011-11-24,2011-11-26,Second Class,EH13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,FURCH10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,1,0.2,18.1068
CA-148628,2012-06-12,2012-11-12,Standard Class,KM16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360,OFFPA10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,0.0,15.065
US-117534,2014-03-26,2014-03-27,First Class,CV12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,OFFAP10002403,Office Supplies,Appliances,Acco Smartsocket Color Coded Six Outlet AC Adapter Model Surge Protectors,176.04,4,0.0,45.7704
US-117534,2014-03-26,2014-03-27,First Class,CV12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,OFFAR10003087,Office Supplies,Art,Staples,16.02,9,0.0,4.4856
US-117534,2014-03-26,2014-03-27,First Class,CV12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,OFFBI10002026,Office Supplies,Binders,Avery Arch Ring Binders,185.92,4,0.2,62.748
US-117534,2014-03-26,2014-03-27,First Class,CV12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,TECPH10000141,Technology,Phones,Clearsounds A400,211.168,4,0.2,15.8376
US-117534,2014-03-26,2014-03-27,First Class,CV12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,TECCO10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,59.998
CA-145065,2012-12-12,2012-12-15,First Class,DK13375,Dennis Kane,Consumer,United States,San Diego,California,92105,OFFFA10001229,Office Supplies,Fasteners,Staples,7.86,2,0.0,3.6156
CA-145065,2012-12-12,2012-12-15,First Class,DK13375,Dennis Kane,Consumer,United States,San Diego,California,92105,OFFBI10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,8.8624
CA-169264,2014-08-15,2014-08-17,Second Class,NP18700,Nora Preis,Consumer,United States,San Francisco,California,94109,OFFLA10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2,0.0,2.8224
CA-169264,2014-08-15,2014-08-17,Second Class,NP18700,Nora Preis,Consumer,United States,San Francisco,California,94109,OFFAR10000246,Office Supplies,Art,Newell 318,16.68,6,0.0,4.3368
CA-108574,2014-08-10,2014-12-10,Standard Class,MG18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,TECAC10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9,0.0,200.8638
CA-108574,2014-08-10,2014-12-10,Standard Class,MG18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,TECPH10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7,0.2,28.9674
CA-108574,2014-08-10,2014-12-10,Standard Class,MG18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,TECPH10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,0.2,26.973
CA-144589,2014-01-21,2014-01-26,Standard Class,TM21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,OFFAR10003631,Office Supplies,Art,Staples,24.2,5,0.0,7.986
CA-144589,2014-01-21,2014-01-26,Standard Class,TM21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,TECPH10003072,Technology,Phones,Panasonic KX TG9541B DECT 6.0 Digital 2 Line Expandable Cordless Phone With Digital Answering System,359.976,3,0.2,130.4913
CA-155985,2014-03-24,2014-03-26,First Class,BE11335,Bill Eplett,Home Office,United States,San Francisco,California,94122,FURFU10000758,Furniture,Furnishings,DAX Natural Wood Tone Poster Frame,211.84,8,0.0,76.2624
CA-142041,2012-07-06,2012-09-06,Second Class,EM13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036,OFFBI10004187,Office Supplies,Binders,Staples,7.52,5,0.2,2.632
CA-151295,2011-12-11,2011-11-16,Standard Class,JA15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,OFFPA10001947,Office Supplies,Paper,Xerox 1974,11.96,2,0.0,5.8604
CA-151295,2011-12-11,2011-11-16,Standard Class,JA15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,FURTA10002356,Furniture,Tables,Bevis Boat Shaped Conference Table,629.064,3,0.2,31.4532
CA-168655,2014-10-13,2014-10-19,Standard Class,ML18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,TECAC10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,5,0.0,95.2
CA-168655,2014-10-13,2014-10-19,Standard Class,ML18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,OFFBI10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,3,0.2,29.952
CA-107202,2013-05-22,2013-05-29,Standard Class,LC16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431,TECMA10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10,0.2,179.73
CA-159597,2014-10-11,2014-11-15,Standard Class,MC17590,Matt Collister,Corporate,United States,Coachella,California,92236,OFFST10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2,0.0,3.178
CA-159597,2014-10-11,2014-11-15,Standard Class,MC17590,Matt Collister,Corporate,United States,Coachella,California,92236,TECAC10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1,0.0,43.9956
CA-100748,2014-05-14,2014-05-21,Standard Class,RB19795,Ross Baird,Home Office,United States,San Francisco,California,94110,OFFLA10000240,Office Supplies,Labels,Self Adhesive Address Labels for Typewriters by Universal,58.48,8,0.0,27.4856
CA-129805,2014-12-29,2015-03-01,Standard Class,HM14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,FURFU10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4,2,0.0,3.034
CA-140053,2014-04-07,2014-11-07,Standard Class,CA12265,Christina Anderson,Consumer,United States,Farmington,New Mexico,87401,FURFU10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,0.0,114.6285
CA-164210,2011-11-18,2011-11-20,Second Class,PW19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,FURTA10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,0.5,99.2664
CA-164210,2011-11-18,2011-11-20,Second Class,PW19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,OFFPA10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808,4,0.2,12.5328
CA-100573,2012-09-25,2012-01-10,Standard Class,AM10705,Anne McFarland,Consumer,United States,Los Angeles,California,90004,OFFEN10000461,Office Supplies,Envelopes,"#10  4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156
CA-140207,2013-06-11,2013-11-11,Standard Class,CS12400,Christopher Schild,Home Office,United States,San Jose,California,95123,OFFBI10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,9.828
CA-142419,2012-11-07,2012-07-13,Second Class,SC20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,OFFPA10001763,Office Supplies,Paper,Xerox 1896,29.97,3,0.0,13.4865
CA-142419,2012-11-07,2012-07-13,Second Class,SC20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,OFFBI10001597,Office Supplies,Binders,"Wilson Jones Ledger Size, Piano Hinge Binder, 2"", Blue",98.352,3,0.2,34.4232
CA-114972,2013-04-11,2013-07-11,First Class,PF19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,FURCH10001190,Furniture,Chairs,Global Deluxe High Back Office Chair in Storm,217.584,2,0.2,29.9178
CA-114972,2013-04-11,2013-07-11,First Class,PF19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,TECAC10000682,Technology,Accessories,Kensington K72356US Mouse in a Box USB Desktop Mouse,82.95,5,0.0,29.0325
CA-114972,2013-04-11,2013-07-11,First Class,PF19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,OFFLA10004545,Office Supplies,Labels,Avery 50,87.71,7,0.0,41.2237
CA-114972,2013-04-11,2013-07-11,First Class,PF19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,OFFAP10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,0.0,429.5772
CA-102750,2014-05-09,2014-09-09,Second Class,GM14695,Greg Maxwell,Corporate,United States,Los Angeles,California,90036,FURTA10000198,Furniture,Tables,Chromcraft Bull Nose Wood Oval Conference Tables & Bases,1322.352,3,0.2,99.1764
CA-147956,2014-12-25,2015-01-01,Standard Class,AH10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105,OFFST10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6,0.0,0.0
CA-126067,2014-08-29,2014-04-09,Standard Class,KN16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,TECPH10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.168,4,0.2,11.4296
CA-126067,2014-08-29,2014-04-09,Standard Class,KN16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,FURTA10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5,0.0,250.305
CA-126067,2014-08-29,2014-04-09,Standard Class,KN16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,OFFBI10001658,Office Supplies,Binders,GBC Standard Therm A Bind Covers,99.68,5,0.2,32.396
CA-126067,2014-08-29,2014-04-09,Standard Class,KN16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,OFFAR10003856,Office Supplies,Art,Newell 344,5.56,2,0.0,1.4456
CA-113579,2011-12-13,2011-12-15,Second Class,KD16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049,OFFPA10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,6,0.0,41.5104
CA-122371,2012-09-26,2012-01-10,Standard Class,BS11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,OFFST10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3,0.0,18.6093
CA-122371,2012-09-26,2012-01-10,Standard Class,BS11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,OFFEN10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46,2,0.0,58.4962
CA-126935,2013-05-20,2013-05-25,Standard Class,BT11395,Bill Tyler,Corporate,United States,San Francisco,California,94109,OFFBI10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544
CA-149482,2013-11-15,2013-11-20,Standard Class,RR19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110,OFFLA10000248,Office Supplies,Labels,Avery 52,7.38,2,0.0,3.4686
CA-143917,2011-07-25,2011-07-27,Second Class,KL16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,OFFST10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,0.0,15.0416
CA-143917,2011-07-25,2011-07-27,Second Class,KL16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,OFFSU10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,0.0,327.506
CA-143917,2011-07-25,2011-07-27,Second Class,KL16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,FURFU10004351,Furniture,Furnishings,Staples,77.92,8,0.0,34.2848
CA-163902,2014-03-03,2014-09-03,Standard Class,MY17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,TECPH10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582
CA-163902,2014-03-03,2014-09-03,Standard Class,MY17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,TECAC10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,6,0.0,52.7934
CA-143238,2012-06-09,2012-08-09,First Class,LO17170,Lori Olson,Corporate,United States,La Quinta,California,92253,TECAC10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,0.0,18.0648
CA-113404,2012-07-16,2012-07-16,Same Day,EM13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,FURCH10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,1348.704,6,0.2,219.1644
CA-113404,2012-07-16,2012-07-16,Same Day,EM13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,FURCH10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152,3,0.2,78.7671
CA-144792,2013-01-05,2013-05-05,Standard Class,KD16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,FURFU10002759,Furniture,Furnishings,12 1/2 Diameter Round Wall Clock,111.888,7,0.2,22.3776
CA-108070,2014-04-17,2014-04-21,Standard Class,JE15745,Joel Eaton,Consumer,United States,San Jose,California,95123,OFFST10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4,0.0,2.0592
CA-108070,2014-04-17,2014-04-21,Standard Class,JE15745,Joel Eaton,Consumer,United States,San Jose,California,95123,FURBO10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2 Shelf Bookcases,102.833,1,0.15,6.049
US-128090,2012-08-16,2012-08-22,Standard Class,JM15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,OFFAR10002255,Office Supplies,Art,Newell 346,2.304,1,0.2,0.2592
US-128090,2012-08-16,2012-08-22,Standard Class,JM15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,TECPH10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,5,0.2,211.4955
US-128090,2012-08-16,2012-08-22,Standard Class,JM15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,OFFPA10001878,Office Supplies,Paper,Xerox 1891,313.024,8,0.2,105.6456
US-128090,2012-08-16,2012-08-22,Standard Class,JM15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,OFFLA10000452,Office Supplies,Labels,Avery 488,5.04,2,0.2,1.764
CA-147788,2012-05-31,2012-04-06,Standard Class,TM21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,FURBO10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3 Shelf Bookcases,1406.86,7,0.0,140.686
CA-147788,2012-05-31,2012-04-06,Standard Class,TM21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,OFFLA10003766,Office Supplies,Labels,Self Adhesive Removable Labels,15.75,5,0.0,7.56
CA-147788,2012-05-31,2012-04-06,Standard Class,TM21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,OFFST10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0.0,61.389
CA-123967,2014-02-11,2014-04-11,Second Class,SF20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,OFFBI10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12,5,0.2,7.85
CA-123967,2014-02-11,2014-04-11,Second Class,SF20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,FURTA10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665.62,9,0.0,239.9058
CA-137729,2013-06-05,2013-10-05,Standard Class,BF11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,OFFST10001505,Office Supplies,Storage,"Perma STOR ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0.0,1.0166
CA-137729,2013-06-05,2013-10-05,Standard Class,BF11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,TECPH10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3,0.2,21.5397
CA-154053,2013-05-03,2013-11-03,Standard Class,MG17890,Michael Granlund,Home Office,United States,San Diego,California,92024,OFFAR10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1,0.0,4.9271
CA-137204,2013-04-29,2013-06-05,Standard Class,BO11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,FURCH10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.568,2,0.2,2.598
CA-147298,2011-04-26,2011-03-05,Standard Class,AG10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,FURCH10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028
CA-147298,2011-04-26,2011-03-05,Standard Class,AG10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,OFFBI10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288,6,0.2,5.715
CA-147942,2014-02-04,2014-06-04,Standard Class,MS17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,OFFLA10003663,Office Supplies,Labels,Avery 498,5.78,2,0.0,2.7166
CA-147942,2014-02-04,2014-06-04,Standard Class,MS17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,OFFBI10001294,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,0.2,38.025
CA-115931,2014-12-23,2014-12-27,Standard Class,JM15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,OFFAR10000369,Office Supplies,Art,Design Ebony Sketching Pencil,4.17,3,0.0,1.0842
CA-115931,2014-12-23,2014-12-27,Standard Class,JM15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,TECPH10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,4,0.2,6.704
CA-115931,2014-12-23,2014-12-27,Standard Class,JM15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,OFFST10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,3,0.0,10.4496
CA-115931,2014-12-23,2014-12-27,Standard Class,JM15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,OFFLA10001404,Office Supplies,Labels,Avery 517,18.45,5,0.0,8.6715
US-110604,2014-05-16,2014-05-21,Standard Class,JF15295,Jason Fortune=,Consumer,United States,Seattle,Washington,98103,FURFU10000076,Furniture,Furnishings,24 Hour Round Wall Clock,39.96,2,0.0,17.1828
US-110604,2014-05-16,2014-05-21,Standard Class,JF15295,Jason Fortune=,Consumer,United States,Seattle,Washington,98103,FURCH10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624,2,0.2,4.2624
US-110604,2014-05-16,2014-05-21,Standard Class,JF15295,Jason Fortune=,Consumer,United States,Seattle,Washington,98103,FURCH10004287,Furniture,Chairs,SAFCO Arco Folding Chair,220.96,1,0.2,24.858
CA-162369,2012-08-15,2012-08-19,Standard Class,TT21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,OFFST10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0.0,61.389
US-146794,2013-09-27,2013-02-10,Standard Class,SH19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345,FURBO10004467,Furniture,Bookcases,Bestar Classic Bookcase,424.9575,5,0.15,19.998
CA-112515,2014-09-18,2014-09-22,Second Class,AS10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,OFFBI10000829,Office Supplies,Binders,Avery Non Stick Binders,10.776,3,0.2,3.5022
CA-112515,2014-09-18,2014-09-22,Second Class,AS10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,OFFBI10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784,3,0.2,4.2717
CA-112515,2014-09-18,2014-09-22,Second Class,AS10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,OFFPA10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,3,0.0,80.7912
CA-112515,2014-09-18,2014-09-22,Second Class,AS10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,FURBO10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0.0,77.5764
CA-112515,2014-09-18,2014-09-22,Second Class,AS10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,OFFBI10004233,Office Supplies,Binders,"GBC Pre Punched Binding Paper, Plastic, White, 8 1/2"" x 11""",25.584,2,0.2,8.9544
CA-112515,2014-09-18,2014-09-22,Second Class,AS10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,OFFST10001272,Office Supplies,Storage,"Mini 13 1/2 Capacity Data Binder Rack, Pearl",261.74,2,0.0,65.435
CA-112515,2014-09-18,2014-09-22,Second Class,AS10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,OFFLA10001175,Office Supplies,Labels,Avery 514,14.4,5,0.0,7.056
CA-150343,2013-08-17,2013-08-21,Standard Class,PK19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,OFFEN10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0.0,5.1042
CA-135538,2012-12-24,2012-12-28,Standard Class,HR14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,FURCH10004287,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,4,0.2,99.432
US-139759,2012-08-25,2012-08-30,Standard Class,NL18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,FURCH10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,1,0.2,4.5882
US-139759,2012-08-25,2012-08-30,Standard Class,NL18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,OFFAP10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,4,0.0,29.6688
